,element_type,now_cost,total_points,id
1331,4,49,45,1331
1332,2,49,44,1332
1333,3,49,45,1333
1334,1,49,42,1334
1335,2,49,50,1335
1336,3,49,45,1336
1337,3,49,42,1337
1338,2,49,54,1338
1339,3,49,42,1339
1340,3,49,49,1340
1341,2,49,47,1341
1342,3,49,42,1342
1343,3,49,38,1343
1344,2,49,34,1344
1345,2,49,33,1345
1346,3,49,42,1346
1347,2,49,47,1347
1348,4,49,42,1348
1349,4,49,42,1349
1350,1,49,42,1350
1351,2,50,57,1351
1352,2,50,31,1352
1353,3,50,47,1353
1354,4,50,39,1354
1355,4,50,41,1355
1356,3,50,44,1356
1357,1,50,32,1357
1358,3,50,36,1358
1359,3,50,44,1359
1360,3,50,49,1360
1361,2,50,42,1361
1362,3,50,35,1362
1363,3,50,58,1363
1364,4,50,35,1364
1365,3,50,46,1365
1366,3,50,44,1366
1367,3,50,61,1367
1368,3,50,44,1368
1369,1,50,32,1369
1370,2,50,44,1370
1371,3,50,35,1371
1372,3,50,41,1372
1373,4,50,47,1373
1374,3,50,41,1374
1375,2,50,36,1375
1376,2,50,36,1376
1377,4,50,44,1377
1378,4,50,45,1378
1379,2,50,67,1379
1380,3,50,44,1380
1381,3,50,44,1381
1382,3,50,55,1382
1383,2,50,30,1383
1384,3,50,54,1384
1385,3,50,45,1385
1386,3,50,44,1386
1387,3,50,42,1387
1388,2,50,38,1388
1389,3,50,57,1389
1390,4,50,44,1390
1391,3,50,44,1391
1392,1,50,59,1392
1393,3,50,32,1393
1394,3,50,59,1394
1395,4,50,44,1395
1396,3,50,44,1396
1397,2,50,44,1397
1398,4,50,46,1398
1399,3,50,28,1399
1400,4,50,51,1400
1401,3,50,44,1401
1402,3,50,34,1402
1403,4,50,44,1403
1404,2,50,32,1404
1405,2,50,34,1405
1406,3,50,44,1406
1407,3,50,45,1407
1408,3,50,44,1408
1409,2,51,53,1409
1410,3,51,54,1410
1411,4,51,46,1411
1412,3,51,42,1412
1413,4,51,56,1413
1414,3,51,42,1414
1415,3,51,51,1415
1416,3,51,45,1416
1417,4,51,41,1417
1418,3,51,47,1418
1419,1,51,68,1419
1420,1,51,29,1420
1421,3,51,50,1421
1422,3,51,47,1422
1423,4,51,48,1423
1424,3,51,51,1424
1425,4,51,46,1425
1426,4,51,46,1426
1427,2,51,47,1427
1428,3,51,41,1428
1429,2,51,40,1429
1430,1,51,42,1430
1431,3,51,48,1431
1432,3,51,47,1432
1433,3,51,47,1433
1434,4,51,56,1434
1435,2,51,35,1435
1436,4,51,55,1436
1437,3,51,46,1437
1438,3,51,50,1438
1439,4,51,47,1439
1440,4,51,45,1440
1441,2,51,36,1441
1442,3,51,39,1442
1443,3,51,48,1443
1444,3,51,39,1444
1445,3,51,52,1445
1446,4,51,45,1446
1447,4,51,47,1447
1448,4,51,49,1448
1449,4,51,54,1449
1450,3,51,47,1450
1451,4,51,44,1451
1452,3,51,30,1452
1453,4,51,44,1453
1454,4,51,46,1454
1455,3,51,47,1455
1456,2,51,39,1456
1457,3,51,56,1457
1458,2,51,39,1458
1459,3,51,47,1459
1460,4,51,48,1460
1461,3,51,46,1461
1462,2,51,42,1462
1463,2,51,53,1463
1464,3,51,41,1464
1465,3,51,48,1465
1466,3,51,32,1466
1467,2,51,57,1467
1468,1,51,50,1468
1469,3,51,47,1469
1470,3,51,46,1470
1471,4,51,47,1471
1472,3,51,47,1472
1473,3,51,46,1473
1474,4,51,47,1474
1475,3,51,46,1475
1476,3,51,48,1476
1477,4,51,48,1477
1478,3,51,55,1478
1479,3,51,44,1479
1480,3,51,43,1480
1481,4,51,47,1481
1482,2,51,48,1482
1483,3,51,46,1483
1484,3,51,48,1484
1485,2,52,69,1485
1486,2,52,48,1486
1487,2,52,40,1487
1488,2,52,45,1488
1489,3,52,38,1489
1490,4,52,49,1490
1491,2,52,64,1491
1492,2,52,63,1492
1493,2,52,54,1493
1494,2,52,51,1494
1495,2,52,60,1495
1496,2,52,46,1496
1497,2,52,59,1497
1498,4,52,49,1498
1499,4,52,60,1499
1500,2,52,51,1500
1501,3,52,43,1501
1502,2,52,24,1502
1503,2,52,64,1503
1504,2,52,58,1504
1505,2,52,41,1505
1506,2,52,36,1506
1507,2,52,55,1507
1508,3,52,53,1508
1509,3,52,51,1509
1510,2,52,40,1510
1511,3,52,48,1511
1512,3,52,56,1512
1513,4,52,50,1513
1514,2,52,68,1514
1515,2,52,33,1515
1516,3,52,40,1516
1517,3,52,48,1517
1518,4,52,49,1518
1519,4,52,49,1519
1520,2,52,49,1520
1521,2,52,66,1521
1522,3,52,53,1522
1523,2,52,50,1523
1524,2,52,53,1524
1525,2,52,43,1525
1526,2,52,37,1526
1527,2,52,38,1527
1528,2,52,23,1528
1529,3,52,50,1529
1530,2,52,57,1530
1531,3,52,63,1531
1532,2,52,49,1532
1533,3,52,56,1533
1534,2,52,74,1534
1535,2,52,51,1535
1536,3,52,54,1536
1537,2,52,43,1537
1538,2,52,67,1538
1539,4,52,41,1539
1540,3,52,53,1540
1541,2,52,34,1541
1542,2,52,44,1542
1543,4,52,59,1543
1544,2,52,54,1544
1545,2,52,42,1545
1546,2,52,53,1546
1547,2,52,67,1547
1548,2,52,48,1548
1549,2,52,32,1549
1550,2,52,52,1550
1551,3,52,54,1551
1552,4,52,50,1552
1553,2,52,24,1553
1554,2,52,48,1554
1555,4,52,51,1555
1556,2,52,52,1556
1557,4,52,45,1557
1558,2,52,42,1558
1559,3,52,55,1559
1560,2,52,53,1560
1561,4,52,47,1561
1562,3,52,58,1562
1563,3,52,42,1563
1564,3,53,52,1564
1565,2,53,49,1565
1566,2,53,36,1566
1567,4,53,58,1567
1568,2,53,57,1568
1569,3,53,53,1569
1570,2,53,49,1570
1571,3,53,52,1571
1572,3,53,58,1572
1573,2,53,62,1573
1574,2,53,53,1574
1575,3,53,52,1575
1576,3,53,43,1576
1577,3,53,52,1577
1578,2,53,58,1578
1579,1,53,52,1579
1580,3,53,42,1580
1581,3,53,46,1581
1582,3,53,44,1582
1583,4,53,52,1583
1584,3,53,55,1584
1585,3,53,40,1585
1586,3,53,51,1586
1587,3,53,52,1587
1588,3,53,51,1588
1589,3,53,51,1589
1590,3,53,52,1590
1591,3,53,62,1591
1592,2,53,58,1592
1593,3,53,44,1593
1594,4,53,68,1594
1595,3,53,45,1595
1596,2,53,50,1596
1597,3,53,58,1597
1598,3,53,58,1598
1599,3,53,44,1599
1600,2,53,50,1600
1601,3,53,52,1601
1602,3,53,52,1602
1603,2,53,69,1603
1604,4,53,52,1604
1605,3,53,52,1605
1606,3,53,65,1606
1607,3,53,51,1607
1608,3,53,54,1608
1609,3,53,51,1609
1610,3,53,63,1610
1611,3,53,55,1611
1612,2,53,55,1612
1613,4,53,52,1613
1614,2,53,49,1614
1615,3,53,71,1615
1616,3,53,48,1616
1617,2,53,44,1617
1618,3,53,51,1618
1619,3,53,73,1619
1620,3,53,65,1620
1621,3,53,52,1621
1622,3,53,66,1622
1623,3,53,45,1623
1624,3,53,51,1624
1625,3,53,53,1625
1626,3,53,52,1626
1627,4,53,61,1627
1628,2,53,72,1628
1629,3,53,54,1629
1630,3,53,42,1630
1631,3,53,46,1631
1632,3,53,64,1632
1633,3,53,57,1633
1634,3,53,63,1634
1635,3,53,64,1635
1636,3,53,50,1636
1637,3,53,52,1637
1638,3,53,42,1638
1639,3,54,64,1639
1640,1,54,33,1640
1641,4,54,52,1641
1642,2,54,54,1642
1643,2,54,56,1643
1644,4,54,54,1644
1645,3,54,55,1645
1646,2,54,67,1646
1647,3,54,54,1647
1648,4,54,54,1648
1649,2,54,54,1649
1650,3,54,54,1650
1651,4,54,51,1651
1652,4,54,54,1652
1653,4,54,53,1653
1654,3,54,53,1654
1655,2,54,54,1655
1656,3,54,54,1656
1657,2,54,54,1657
1658,3,54,54,1658
1659,2,54,58,1659
1660,2,54,62,1660
1661,3,54,57,1661
1662,2,54,54,1662
1663,2,54,35,1663
1664,4,54,56,1664
1665,4,54,54,1665
1666,4,54,54,1666
1667,3,54,54,1667
1668,3,54,52,1668
1669,4,54,52,1669
1670,3,54,68,1670
1671,4,54,55,1671
1672,3,54,57,1672
1673,4,54,59,1673
1674,3,54,54,1674
1675,4,54,54,1675
1676,4,54,50,1676
1677,1,54,30,1677
1678,1,54,28,1678
1679,3,54,54,1679
1680,3,54,54,1680
1681,4,54,57,1681
1682,3,54,52,1682
1683,1,54,34,1683
1684,3,54,54,1684
1685,4,54,58,1685
1686,4,54,54,1686
1687,3,54,54,1687
1688,2,54,59,1688
1689,4,54,54,1689
1690,3,54,54,1690
1691,4,54,54,1691
1692,4,54,52,1692
1693,3,54,54,1693
1694,3,54,54,1694
1695,3,54,52,1695
1696,4,54,55,1696
1697,2,54,54,1697
1698,3,54,52,1698
1699,4,54,50,1699
1700,3,54,54,1700
1701,4,54,57,1701
1702,4,54,54,1702
1703,2,54,54,1703
1704,4,54,52,1704
1705,3,54,42,1705
1706,4,54,54,1706
1707,3,54,49,1707
1708,3,54,57,1708
1709,3,54,55,1709
1710,3,54,54,1710
1711,3,54,54,1711
1712,3,54,66,1712
1713,4,54,54,1713
1714,1,54,52,1714
1715,3,54,54,1715
1716,3,54,53,1716
1717,4,54,52,1717
1718,4,54,54,1718
1719,1,54,50,1719
1720,3,55,63,1720
1721,4,55,61,1721
1722,4,55,65,1722
1723,1,55,85,1723
1724,3,55,37,1724
1725,1,55,42,1725
1726,4,55,59,1726
1727,2,55,57,1727
1728,3,55,57,1728
1729,3,55,51,1729
1730,3,55,53,1730
1731,3,55,59,1731
1732,3,55,57,1732
1733,2,55,38,1733
1734,2,55,57,1734
1735,4,55,63,1735
1736,1,55,50,1736
1737,3,55,55,1737
1738,3,55,57,1738
1739,3,55,57,1739
1740,1,55,41,1740
1741,1,55,61,1741
1742,3,55,61,1742
1743,3,55,56,1743
1744,4,55,59,1744
1745,4,55,59,1745
1746,1,55,49,1746
1747,3,55,52,1747
1748,2,55,76,1748
1749,3,55,54,1749
1750,3,55,46,1750
1751,3,55,52,1751
1752,1,55,50,1752
1753,3,55,40,1753
1754,3,55,61,1754
1755,4,55,59,1755
1756,3,55,62,1756
1757,4,55,59,1757
1758,1,55,38,1758
1759,4,55,56,1759
1760,3,55,52,1760
1761,4,55,61,1761
1762,3,55,59,1762
1763,1,55,34,1763
1764,2,55,38,1764
1765,2,55,66,1765
1766,3,55,54,1766
1767,4,55,52,1767
1768,1,55,64,1768
1769,3,55,57,1769
1770,4,55,61,1770
1771,4,55,57,1771
1772,4,55,58,1772
1773,4,55,60,1773
1774,1,55,54,1774
1775,4,55,62,1775
1776,1,55,28,1776
1777,3,55,61,1777
1778,2,55,72,1778
1779,2,55,57,1779
1780,1,55,51,1780
1781,1,55,50,1781
1782,1,55,77,1782
1783,3,55,55,1783
1784,3,55,53,1784
1785,3,55,59,1785
1786,2,55,39,1786
1787,3,55,57,1787
1788,3,55,47,1788
1789,3,55,54,1789
1790,2,55,58,1790
1791,2,55,67,1791
1792,3,55,57,1792
1793,3,55,57,1793
1794,3,55,57,1794
1795,4,55,59,1795
1796,3,55,49,1796
1797,3,55,53,1797
1798,2,56,61,1798
1799,2,56,33,1799
1800,2,56,67,1800
1801,3,56,66,1801
1802,2,56,63,1802
1803,2,56,59,1803
1804,2,56,76,1804
1805,4,56,63,1805
1806,2,56,51,1806
1807,2,56,46,1807
1808,3,56,66,1808
1809,3,56,67,1809
1810,2,56,64,1810
1811,4,56,48,1811
1812,2,56,43,1812
1813,3,56,55,1813
1814,3,56,57,1814
1815,2,56,51,1815
1816,2,56,59,1816
1817,2,56,54,1817
1818,2,56,70,1818
1819,3,56,71,1819
1820,2,56,66,1820
1821,2,56,58,1821
1822,3,56,52,1822
1823,2,56,64,1823
1824,3,56,69,1824
1825,3,56,51,1825
1826,3,56,56,1826
1827,2,56,67,1827
1828,2,56,55,1828
1829,2,56,74,1829
1830,3,56,62,1830
1831,2,56,52,1831
1832,3,56,64,1832
1833,3,56,58,1833
1834,2,56,64,1834
1835,3,56,52,1835
1836,3,56,68,1836
1837,3,56,64,1837
1838,2,56,71,1838
1839,2,56,35,1839
1840,3,56,54,1840
1841,4,56,65,1841
1842,2,56,73,1842
1843,4,56,60,1843
1844,3,56,59,1844
1845,3,56,78,1845
1846,3,56,70,1846
1847,3,56,70,1847
1848,3,56,68,1848
1849,2,56,56,1849
1850,3,56,68,1850
1851,2,56,33,1851
1852,3,56,52,1852
1853,3,56,50,1853
1854,3,56,71,1854
1855,2,56,71,1855
1856,2,56,45,1856
1857,2,56,64,1857
1858,3,56,50,1858
1859,2,56,48,1859
1860,3,56,63,1860
1861,3,56,69,1861
1862,3,56,58,1862
1863,3,56,76,1863
1864,4,56,59,1864
1865,3,56,66,1865
1866,2,56,38,1866
1867,2,56,58,1867
1868,2,56,78,1868
1869,3,56,64,1869
1870,2,56,66,1870
1871,3,56,61,1871
1872,2,56,75,1872
1873,2,56,56,1873
1874,2,56,65,1874
1875,2,56,67,1875
1876,3,56,70,1876
1877,2,56,39,1877
1878,2,56,64,1878
1879,2,56,75,1879
1880,3,56,69,1880
1881,4,57,59,1881
1882,4,57,61,1882
1883,3,57,47,1883
1884,4,57,66,1884
1885,3,57,60,1885
1886,4,57,75,1886
1887,4,57,58,1887
1888,4,57,55,1888
1889,4,57,69,1889
1890,4,57,60,1890
1891,4,57,60,1891
1892,4,57,55,1892
1893,3,57,85,1893
1894,4,57,57,1894
1895,3,57,56,1895
1896,4,57,60,1896
1897,4,57,45,1897
1898,4,57,75,1898
1899,4,57,83,1899
1900,4,57,61,1900
1901,4,57,67,1901
1902,4,57,67,1902
1903,3,57,79,1903
1904,3,57,69,1904
1905,4,57,68,1905
1906,4,57,71,1906
1907,3,57,66,1907
1908,4,57,62,1908
1909,3,57,56,1909
1910,3,57,63,1910
1911,4,57,72,1911
1912,3,57,56,1912
1913,4,57,54,1913
1914,3,57,67,1914
1915,4,57,73,1915
1916,3,57,68,1916
1917,4,57,61,1917
1918,3,57,63,1918
1919,4,57,67,1919
1920,4,57,61,1920
1921,4,57,45,1921
1922,4,57,60,1922
1923,3,57,57,1923
1924,3,57,85,1924
1925,4,57,67,1925
1926,4,57,64,1926
1927,3,57,58,1927
1928,3,57,64,1928
1929,4,57,75,1929
1930,3,57,58,1930
1931,3,57,74,1931
1932,4,57,63,1932
1933,3,57,68,1933
1934,4,57,83,1934
1935,4,57,58,1935
1936,4,57,63,1936
1937,4,57,64,1937
1938,4,57,76,1938
1939,4,57,68,1939
1940,3,57,68,1940
1941,3,57,55,1941
1942,3,57,63,1942
1943,4,57,83,1943
1944,4,57,63,1944
1945,4,57,54,1945
1946,4,57,70,1946
1947,4,57,70,1947
1948,3,57,77,1948
1949,4,57,58,1949
1950,4,57,61,1950
1951,4,57,61,1951
1952,4,57,59,1952
1953,3,57,56,1953
1954,4,57,60,1954
1955,3,57,57,1955
1956,3,57,65,1956
1957,3,57,58,1957
1958,4,57,62,1958
1959,4,57,86,1959
1960,4,57,51,1960
1961,4,57,69,1961
1962,4,57,66,1962
1963,3,57,62,1963
1964,4,57,64,1964
1965,3,57,65,1965
1966,4,57,81,1966
1967,3,57,75,1967
1968,2,58,52,1968
1969,2,58,78,1969
1970,3,58,73,1970
1971,2,58,46,1971
1972,2,58,54,1972
1973,2,58,79,1973
1974,3,58,71,1974
1975,3,58,70,1975
1976,2,58,69,1976
1977,3,58,72,1977
1978,2,58,76,1978
1979,2,58,60,1979
1980,2,58,68,1980
1981,3,58,73,1981
1982,2,58,63,1982
1983,2,58,70,1983
1984,4,58,70,1984
1985,2,58,65,1985
1986,3,58,70,1986
1987,2,58,60,1987
1988,3,58,67,1988
1989,3,58,61,1989
1990,3,58,62,1990
1991,2,58,52,1991
1992,2,58,73,1992
1993,3,58,60,1993
1994,2,58,82,1994
1995,4,58,70,1995
1996,2,58,77,1996
1997,2,58,66,1997
1998,4,58,61,1998
1999,2,58,66,1999
2000,3,58,58,2000
2001,3,58,66,2001
2002,3,58,67,2002
2003,2,58,72,2003
2004,2,58,47,2004
2005,2,58,54,2005
2006,2,58,73,2006
2007,2,58,61,2007
2008,3,58,68,2008
2009,3,58,70,2009
2010,2,58,52,2010
2011,3,58,42,2011
2012,2,58,62,2012
2013,2,58,61,2013
2014,3,58,64,2014
2015,2,58,74,2015
2016,2,58,60,2016
2017,3,58,72,2017
2018,2,58,68,2018
2019,2,58,48,2019
2020,3,58,72,2020
2021,2,58,68,2021
2022,2,58,66,2022
2023,2,58,74,2023
2024,3,58,57,2024
2025,2,58,42,2025
2026,2,58,61,2026
2027,2,58,77,2027
2028,3,58,52,2028
2029,3,58,86,2029
2030,4,58,71,2030
2031,4,58,68,2031
2032,2,58,48,2032
2033,3,58,50,2033
2034,2,58,46,2034
2035,2,58,57,2035
2036,2,58,53,2036
2037,3,58,59,2037
2038,3,58,75,2038
2039,2,58,76,2039
2040,2,58,82,2040
2041,3,58,77,2041
2042,3,58,56,2042
2043,2,58,51,2043
2044,3,58,82,2044
2045,4,58,71,2045
2046,2,59,73,2046
2047,3,59,69,2047
2048,2,59,71,2048
2049,3,59,78,2049
2050,3,59,64,2050
2051,3,59,65,2051
2052,2,59,79,2052
2053,3,59,70,2053
2054,1,59,68,2054
2055,3,59,54,2055
2056,4,59,56,2056
2057,1,59,53,2057
2058,3,59,80,2058
2059,2,59,44,2059
2060,3,59,67,2060
2061,3,59,65,2061
2062,3,59,67,2062
2063,3,59,54,2063
2064,3,59,66,2064
2065,3,59,66,2065
2066,3,59,67,2066
2067,2,59,90,2067
2068,2,59,88,2068
2069,3,59,42,2069
2070,3,59,64,2070
2071,3,59,75,2071
2072,4,59,68,2072
2073,3,59,67,2073
2074,4,59,61,2074
2075,4,59,72,2075
2076,3,59,67,2076
2077,4,59,67,2077
2078,3,59,67,2078
2079,3,59,58,2079
2080,3,59,67,2080
2081,4,59,78,2081
2082,4,59,78,2082
2083,3,59,68,2083
2084,1,59,71,2084
2085,3,59,53,2085
2086,2,59,72,2086
2087,4,59,66,2087
2088,3,59,77,2088
2089,3,59,67,2089
2090,3,59,66,2090
2091,3,59,67,2091
2092,4,59,64,2092
2093,1,59,71,2093
2094,3,59,68,2094
2095,2,59,87,2095
2096,4,59,78,2096
2097,3,59,66,2097
2098,4,59,54,2098
2099,3,59,67,2099
2100,3,59,61,2100
2101,2,59,45,2101
2102,1,59,93,2102
2103,2,59,63,2103
2104,3,59,71,2104
2105,3,59,92,2105
2106,4,59,67,2106
2107,1,59,93,2107
2108,2,59,56,2108
2109,3,59,67,2109
2110,4,59,75,2110
2111,3,59,81,2111
2112,3,59,68,2112
2113,2,59,76,2113
2114,2,59,54,2114
2115,3,59,66,2115
2116,2,59,81,2116
2117,4,59,77,2117
2118,2,59,71,2118
2119,4,59,64,2119
2120,3,59,67,2120
2121,3,59,67,2121
2122,2,59,47,2122
2123,2,59,75,2123
2124,4,60,61,2124
2125,4,60,69,2125
2126,4,60,52,2126
2127,4,60,73,2127
2128,3,60,76,2128
2129,2,60,65,2129
2130,4,60,87,2130
2131,4,60,86,2131
2132,4,60,72,2132
2133,4,60,65,2133
2134,4,60,74,2134
2135,4,60,73,2135
2136,4,60,76,2136
2137,4,60,61,2137
2138,4,60,73,2138
2139,4,60,64,2139
2140,3,60,85,2140
2141,4,60,68,2141
2142,4,60,68,2142
2143,4,60,61,2143
2144,3,60,66,2144
2145,3,60,82,2145
2146,4,60,63,2146
2147,4,60,58,2147
2148,4,60,82,2148
2149,4,60,73,2149
2150,3,60,61,2150
2151,4,60,67,2151
2152,2,60,74,2152
2153,3,60,70,2153
2154,2,60,62,2154
2155,3,60,66,2155
2156,3,60,86,2156
2157,4,60,65,2157
2158,4,60,72,2158
2159,4,60,49,2159
2160,4,60,65,2160
2161,4,60,74,2161
2162,3,60,66,2162
2163,4,60,66,2163
2164,4,60,82,2164
2165,4,60,62,2165
2166,4,60,64,2166
2167,4,60,78,2167
2168,3,60,74,2168
2169,4,60,59,2169
2170,2,60,79,2170
2171,3,60,80,2171
2172,4,60,52,2172
2173,4,60,66,2173
2174,4,60,57,2174
2175,3,60,56,2175
2176,4,60,70,2176
2177,3,60,65,2177
2178,3,60,66,2178
2179,4,60,87,2179
2180,4,60,68,2180
2181,4,60,62,2181
2182,4,60,74,2182
2183,3,60,82,2183
2184,3,60,67,2184
2185,4,60,76,2185
2186,4,60,67,2186
2187,4,60,60,2187
2188,3,60,69,2188
2189,4,60,65,2189
2190,4,60,81,2190
2191,4,60,80,2191
2192,3,60,64,2192
2193,4,60,59,2193
2194,3,60,65,2194
2195,4,60,71,2195
2196,4,60,72,2196
2197,3,60,76,2197
2198,4,60,80,2198
2199,2,60,78,2199
2200,4,60,82,2200
2201,4,60,59,2201
2202,4,60,60,2202
2203,2,60,68,2203
2204,2,60,74,2204
2205,4,60,71,2205
2206,2,60,73,2206
2207,4,61,48,2207
2208,4,61,61,2208
2209,3,61,76,2209
2210,4,61,66,2210
2211,2,61,61,2211
2212,4,61,68,2212
2213,3,61,78,2213
2214,2,61,80,2214
2215,4,61,64,2215
2216,4,61,64,2216
2217,2,61,91,2217
2218,3,61,73,2218
2219,4,61,62,2219
2220,2,61,59,2220
2221,4,61,65,2221
2222,4,61,66,2222
2223,4,61,81,2223
2224,2,61,80,2224
2225,2,61,56,2225
2226,4,61,70,2226
2227,4,61,74,2227
2228,2,61,56,2228
2229,4,61,68,2229
2230,3,61,69,2230
2231,4,61,78,2231
2232,3,61,73,2232
2233,4,61,96,2233
2234,3,61,80,2234
2235,3,61,81,2235
2236,4,61,61,2236
2237,4,61,79,2237
2238,4,61,63,2238
2239,4,61,83,2239
2240,2,61,59,2240
2241,4,61,61,2241
2242,4,61,64,2242
2243,4,61,64,2243
2244,3,61,65,2244
2245,2,61,65,2245
2246,2,61,70,2246
2247,3,61,62,2247
2248,4,61,56,2248
2249,4,61,76,2249
2250,4,61,83,2250
2251,4,61,61,2251
2252,3,61,67,2252
2253,4,61,58,2253
2254,3,61,76,2254
2255,3,61,64,2255
2256,4,61,72,2256
2257,4,61,70,2257
2258,4,61,85,2258
2259,4,61,64,2259
2260,3,61,75,2260
2261,4,61,96,2261
2262,2,61,80,2262
2263,2,61,94,2263
2264,4,61,79,2264
2265,4,61,61,2265
2266,4,61,73,2266
2267,4,61,73,2267
2268,4,61,47,2268
2269,3,61,66,2269
2270,2,61,94,2270
2271,3,61,79,2271
2272,3,61,65,2272
2273,3,61,71,2273
2274,3,61,79,2274
2275,3,61,70,2275
2276,2,61,59,2276
2277,4,61,63,2277
2278,3,61,78,2278
2279,3,61,77,2279
2280,2,61,60,2280
2281,2,61,52,2281
2282,3,61,82,2282
2283,4,61,73,2283
2284,3,61,79,2284
2285,3,61,63,2285
2286,2,61,49,2286
2287,3,61,79,2287
2288,3,61,64,2288
2289,4,61,81,2289
2290,2,61,69,2290
2291,4,61,85,2291
2292,4,61,90,2292
2293,2,61,56,2293
2294,4,61,61,2294
2295,3,62,66,2295
2296,3,62,70,2296
2297,3,62,92,2297
2298,2,62,80,2298
2299,3,62,66,2299
2300,3,62,64,2300
2301,3,62,83,2301
2302,3,62,91,2302
2303,4,62,76,2303
2304,4,62,74,2304
2305,3,62,110,2305
2306,4,62,75,2306
2307,3,62,63,2307
2308,3,62,82,2308
2309,3,62,103,2309
2310,2,62,81,2310
2311,2,62,81,2311
2312,2,62,89,2312
2313,4,62,76,2313
2314,3,62,67,2314
2315,3,62,62,2315
2316,3,62,63,2316
2317,3,62,81,2317
2318,3,62,83,2318
2319,2,62,91,2319
2320,3,62,72,2320
2321,3,62,65,2321
2322,3,62,86,2322
2323,2,62,99,2323
2324,4,62,76,2324
2325,4,62,76,2325
2326,4,62,74,2326
2327,3,62,65,2327
2328,3,62,41,2328
2329,4,62,74,2329
2330,3,62,67,2330
2331,3,62,66,2331
2332,2,62,85,2332
2333,2,62,58,2333
2334,3,62,64,2334
2335,3,62,60,2335
2336,2,62,60,2336
2337,2,62,55,2337
2338,3,62,62,2338
2339,2,62,93,2339
2340,3,62,93,2340
2341,3,62,61,2341
2342,3,62,68,2342
2343,3,62,89,2343
2344,2,62,82,2344
2345,3,62,61,2345
2346,3,62,87,2346
2347,3,62,74,2347
2348,3,62,81,2348
2349,3,62,79,2349
2350,2,62,81,2350
2351,2,62,93,2351
2352,3,62,80,2352
2353,3,62,66,2353
2354,3,62,106,2354
2355,2,62,80,2355
2356,3,62,76,2356
2357,3,62,56,2357
2358,2,62,83,2358
2359,2,62,65,2359
2360,3,62,76,2360
2361,3,62,77,2361
2362,3,62,72,2362
2363,3,62,73,2363
2364,2,62,64,2364
2365,3,62,90,2365
2366,3,62,65,2366
2367,4,62,75,2367
2368,3,62,67,2368
2369,2,62,74,2369
2370,2,62,76,2370
2371,3,62,75,2371
2372,3,62,66,2372
2373,3,62,77,2373
2374,3,62,82,2374
2375,4,62,75,2375
2376,3,62,91,2376
2377,3,62,60,2377
2378,3,62,76,2378
2379,3,62,58,2379
2380,4,63,57,2380
2381,4,63,63,2381
2382,4,63,77,2382
2383,4,63,101,2383
2384,4,63,62,2384
2385,3,63,59,2385
2386,4,63,66,2386
2387,4,63,99,2387
2388,4,63,86,2388
2389,4,63,73,2389
2390,4,63,77,2390
2391,4,63,54,2391
2392,4,63,90,2392
2393,4,63,77,2393
2394,3,63,86,2394
2395,4,63,74,2395
2396,4,63,83,2396
2397,3,63,97,2397
2398,3,63,49,2398
2399,4,63,70,2399
2400,4,63,73,2400
2401,3,63,98,2401
2402,4,63,77,2402
2403,4,63,64,2403
2404,4,63,77,2404
2405,4,63,64,2405
2406,4,63,65,2406
2407,4,63,89,2407
2408,4,63,94,2408
2409,4,63,77,2409
2410,3,63,54,2410
2411,4,63,88,2411
2412,4,63,77,2412
2413,4,63,94,2413
2414,4,63,105,2414
2415,4,63,93,2415
2416,4,63,61,2416
2417,4,63,66,2417
2418,4,63,88,2418
2419,4,63,79,2419
2420,3,63,69,2420
2421,4,63,71,2421
2422,4,63,91,2422
2423,4,63,92,2423
2424,4,63,98,2424
2425,4,63,71,2425
2426,3,63,61,2426
2427,3,63,71,2427
2428,4,63,73,2428
2429,4,63,84,2429
2430,4,63,83,2430
2431,3,63,53,2431
2432,3,63,86,2432
2433,4,63,93,2433
2434,4,63,82,2434
2435,4,63,68,2435
2436,4,63,74,2436
2437,4,63,55,2437
2438,4,63,70,2438
2439,4,63,77,2439
2440,4,63,77,2440
2441,4,63,55,2441
2442,4,63,54,2442
2443,4,63,77,2443
2444,4,63,77,2444
2445,4,63,69,2445
2446,3,63,72,2446
2447,4,63,77,2447
2448,4,63,73,2448
2449,3,63,63,2449
2450,4,63,89,2450
2451,4,63,90,2451
2452,4,63,77,2452
2453,4,63,95,2453
2454,4,63,72,2454
2455,4,63,74,2455
2456,4,63,67,2456
2457,4,63,79,2457
2458,4,63,77,2458
2459,4,63,77,2459
2460,4,63,64,2460
2461,4,63,90,2461
2462,3,63,83,2462
2463,3,63,79,2463
2464,4,63,66,2464
2465,4,63,77,2465
2466,3,63,85,2466
2467,2,64,83,2467
2468,4,64,82,2468
2469,2,64,76,2469
2470,4,64,72,2470
2471,4,64,83,2471
2472,4,64,93,2472
2473,2,64,97,2473
2474,2,64,88,2474
2475,4,64,76,2475
2476,4,64,84,2476
2477,3,64,80,2477
2478,2,64,91,2478
2479,4,64,85,2479
2480,3,64,80,2480
2481,2,64,98,2481
2482,2,64,108,2482
2483,2,64,52,2483
2484,4,64,70,2484
2485,4,64,86,2485
2486,4,64,89,2486
2487,3,64,80,2487
2488,4,64,73,2488
2489,3,64,80,2489
2490,2,64,68,2490
2491,4,64,78,2491
2492,4,64,70,2492
2493,4,64,79,2493
2494,2,64,92,2494
2495,2,64,97,2495
