element_type,now_cost,total_points,id
2,61,78,1664
3,61,74,1665
3,61,70,1666
4,61,52,1667
3,61,80,1668
4,61,65,1669
4,61,68,1670
4,61,97,1671
3,61,86,1672
2,61,87,1673
4,61,65,1674
4,61,91,1675
3,61,59,1676
2,61,70,1677
4,61,89,1678
3,61,86,1679
4,61,86,1680
4,61,73,1681
4,61,76,1682
4,61,82,1683
4,61,63,1684
4,61,105,1685
2,61,77,1686
3,61,68,1687
2,61,105,1688
4,61,74,1689
3,61,85,1690
3,61,59,1691
4,61,91,1692
3,61,76,1693
4,61,66,1694
2,61,74,1695
3,61,76,1696
4,61,80,1697
4,61,70,1698
3,61,91,1699
4,61,82,1700
3,61,91,1701
2,61,74,1702
4,61,86,1703
4,61,84,1704
4,61,67,1705
2,61,90,1706
4,61,70,1707
2,61,77,1708
4,61,87,1709
4,61,86,1710
2,61,76,1711
4,61,74,1712
3,61,94,1713
4,61,88,1714
3,61,90,1715
4,61,71,1716
4,61,70,1717
4,61,91,1718
4,61,53,1719
4,61,94,1720
4,61,80,1721
4,61,68,1722
4,61,65,1723
4,61,72,1724
2,61,81,1725
2,61,77,1726
3,62,94,1727
3,62,57,1728
3,62,50,1729
4,62,97,1730
4,62,80,1731
3,62,80,1732
2,62,81,1733
3,62,81,1734
4,62,79,1735
4,62,83,1736
3,62,78,1737
4,62,79,1738
4,62,78,1739
4,62,103,1740
3,62,79,1741
4,62,63,1742
3,62,78,1743
3,62,77,1744
3,62,78,1745
2,62,60,1746
4,62,78,1747
4,62,77,1748
4,62,84,1749
4,62,78,1750
3,62,83,1751
4,62,79,1752
4,62,65,1753
2,62,60,1754
4,62,80,1755
2,62,53,1756
3,62,80,1757
3,62,86,1758
4,62,81,1759
4,62,79,1760
3,62,79,1761
4,62,78,1762
2,62,85,1763
4,62,71,1764
3,62,79,1765
2,62,99,1766
3,62,95,1767
3,62,89,1768
4,62,78,1769
4,62,80,1770
3,62,73,1771
4,62,86,1772
3,62,82,1773
3,62,81,1774
4,62,68,1775
2,62,72,1776
4,62,84,1777
3,62,84,1778
3,62,97,1779
4,62,86,1780
4,62,65,1781
3,62,80,1782
2,62,72,1783
3,62,66,1784
3,62,89,1785
4,62,108,1786
4,62,78,1787
4,62,87,1788
4,62,84,1789
2,62,83,1790
4,63,100,1791
4,63,73,1792
4,63,89,1793
4,63,66,1794
4,63,99,1795
4,63,58,1796
2,63,92,1797
4,63,64,1798
4,63,52,1799
4,63,64,1800
4,63,79,1801
3,63,81,1802
4,63,75,1803
2,63,54,1804
4,63,82,1805
4,63,79,1806
2,63,76,1807
3,63,75,1808
4,63,74,1809
4,63,108,1810
4,63,70,1811
4,63,59,1812
4,63,75,1813
2,63,77,1814
4,63,86,1815
4,63,92,1816
2,63,103,1817
2,63,77,1818
4,63,80,1819
3,63,56,1820
4,63,85,1821
3,63,80,1822
4,63,83,1823
2,63,70,1824
4,63,81,1825
4,63,57,1826
4,63,77,1827
4,63,114,1828
4,63,51,1829
4,63,112,1830
3,63,54,1831
4,63,82,1832
4,63,72,1833
3,63,108,1834
2,63,86,1835
3,63,96,1836
4,63,102,1837
3,63,57,1838
4,63,99,1839
4,63,81,1840
3,63,67,1841
4,63,57,1842
2,63,103,1843
2,63,66,1844
3,63,63,1845
4,63,72,1846
3,63,79,1847
4,63,86,1848
4,63,77,1849
2,63,91,1850
3,63,105,1851
4,63,104,1852
4,63,86,1853
4,63,71,1854
2,64,80,1855
3,64,84,1856
3,64,82,1857
4,64,84,1858
2,64,86,1859
3,64,102,1860
3,64,78,1861
4,64,81,1862
3,64,91,1863
2,64,83,1864
3,64,84,1865
4,64,85,1866
4,64,89,1867
3,64,83,1868
4,64,85,1869
3,64,79,1870
3,64,82,1871
4,64,103,1872
3,64,83,1873
3,64,86,1874
2,64,102,1875
3,64,78,1876
3,64,101,1877
4,64,72,1878
2,64,93,1879
3,64,90,1880
4,64,73,1881
2,64,80,1882
2,64,93,1883
3,64,48,1884
2,64,81,1885
4,64,67,1886
3,64,100,1887
4,64,74,1888
2,64,86,1889
3,64,92,1890
2,64,82,1891
2,64,100,1892
3,64,80,1893
4,64,102,1894
4,64,80,1895
2,64,86,1896
3,64,67,1897
4,64,79,1898
3,64,89,1899
2,64,89,1900
2,64,58,1901
2,64,84,1902
2,64,84,1903
4,64,108,1904
3,64,62,1905
3,64,67,1906
4,64,84,1907
4,64,98,1908
4,64,98,1909
2,64,78,1910
3,64,81,1911
4,64,103,1912
4,64,104,1913
3,65,94,1914
3,65,93,1915
3,65,57,1916
3,65,119,1917
3,65,107,1918
3,65,89,1919
3,65,114,1920
3,65,66,1921
3,65,111,1922
3,65,55,1923
3,65,115,1924
3,65,60,1925
3,65,83,1926
3,65,110,1927
3,65,54,1928
3,65,87,1929
3,65,117,1930
3,65,56,1931
3,65,61,1932
3,65,56,1933
3,65,74,1934
3,65,87,1935
3,65,87,1936
3,65,104,1937
3,65,112,1938
3,65,62,1939
3,65,71,1940
3,65,107,1941
3,65,62,1942
3,65,82,1943
3,65,104,1944
3,65,118,1945
3,65,97,1946
3,65,85,1947
3,65,79,1948
3,65,115,1949
3,65,93,1950
3,65,105,1951
3,65,67,1952
3,65,57,1953
3,65,72,1954
3,65,54,1955
3,65,89,1956
3,65,118,1957
3,65,108,1958
3,65,72,1959
3,65,100,1960
3,65,57,1961
3,65,97,1962
3,65,64,1963
3,65,73,1964
3,65,107,1965
3,65,76,1966
3,65,67,1967
3,65,87,1968
3,65,81,1969
3,65,86,1970
3,65,91,1971
3,65,72,1972
3,65,68,1973
3,65,101,1974
3,65,108,1975
3,65,88,1976
3,65,95,1977
3,65,70,1978
3,65,84,1979
3,65,106,1980
3,65,100,1981
3,66,66,1982
3,66,63,1983
3,66,84,1984
3,66,96,1985
3,66,95,1986
3,66,83,1987
3,66,97,1988
3,66,108,1989
3,66,98,1990
3,66,74,1991
3,66,115,1992
3,66,96,1993
3,66,96,1994
3,66,115,1995
3,66,90,1996
3,66,110,1997
3,66,69,1998
3,66,67,1999
3,66,91,2000
3,66,101,2001
3,66,104,2002
3,66,86,2003
3,66,115,2004
3,66,108,2005
3,66,87,2006
3,66,86,2007
3,66,77,2008
3,66,92,2009
3,66,77,2010
3,66,84,2011
3,66,96,2012
3,66,95,2013
3,66,94,2014
3,66,94,2015
3,66,79,2016
3,66,102,2017
3,66,98,2018
3,66,62,2019
3,66,68,2020
3,66,86,2021
3,66,71,2022
3,66,116,2023
3,66,83,2024
3,66,73,2025
3,66,88,2026
3,66,102,2027
3,66,86,2028
3,66,70,2029
3,66,96,2030
3,66,111,2031
3,66,74,2032
3,66,99,2033
3,66,72,2034
3,66,112,2035
3,66,83,2036
3,66,71,2037
3,66,65,2038
3,66,104,2039
3,66,89,2040
3,66,103,2041
3,66,100,2042
3,66,70,2043
3,66,98,2044
3,66,99,2045
3,66,76,2046
3,66,110,2047
3,66,96,2048
2,67,61,2049
2,67,88,2050
2,67,76,2051
4,67,90,2052
3,67,90,2053
3,67,93,2054
3,67,83,2055
3,67,94,2056
3,67,92,2057
2,67,122,2058
3,67,95,2059
3,67,96,2060
3,67,87,2061
2,67,97,2062
2,67,104,2063
2,67,84,2064
2,67,86,2065
4,67,85,2066
2,67,91,2067
4,67,94,2068
2,67,127,2069
3,67,117,2070
3,67,90,2071
4,67,85,2072
3,67,80,2073
2,67,96,2074
3,67,93,2075
3,67,64,2076
3,67,83,2077
2,67,99,2078
4,67,124,2079
2,67,67,2080
4,67,102,2081
2,67,97,2082
2,67,101,2083
3,67,113,2084
3,67,66,2085
3,67,88,2086
3,67,86,2087
3,67,100,2088
3,67,98,2089
4,67,90,2090
3,67,89,2091
3,67,95,2092
3,67,75,2093
3,67,84,2094
3,67,87,2095
3,67,98,2096
4,67,76,2097
2,67,90,2098
2,67,89,2099
2,67,87,2100
4,67,61,2101
3,67,94,2102
3,67,87,2103
3,67,118,2104
3,67,80,2105
2,67,115,2106
3,67,79,2107
3,67,134,2108
3,67,85,2109
3,67,79,2110
3,68,85,2111
3,68,82,2112
3,68,102,2113
3,68,69,2114
3,68,125,2115
3,68,105,2116
3,68,94,2117
3,68,105,2118
3,68,97,2119
3,68,90,2120
3,68,93,2121
3,68,77,2122
3,68,105,2123
3,68,105,2124
3,68,102,2125
3,68,100,2126
3,68,99,2127
3,68,101,2128
3,68,124,2129
3,68,102,2130
3,68,85,2131
3,68,105,2132
3,68,112,2133
3,68,107,2134
3,68,105,2135
3,68,79,2136
3,68,108,2137
3,68,84,2138
3,68,108,2139
3,68,77,2140
3,68,85,2141
3,68,108,2142
3,68,88,2143
3,68,103,2144
3,68,80,2145
3,68,90,2146
3,68,84,2147
3,68,93,2148
3,68,78,2149
3,68,104,2150
3,68,89,2151
3,68,118,2152
3,68,126,2153
3,68,78,2154
3,68,92,2155
3,68,113,2156
3,68,100,2157
3,68,99,2158
3,68,102,2159
3,68,77,2160
3,68,79,2161
3,68,100,2162
3,68,104,2163
3,68,102,2164
3,68,103,2165
3,68,95,2166
3,68,83,2167
3,68,117,2168
3,68,97,2169
3,68,96,2170
3,68,106,2171
3,68,80,2172
3,68,109,2173
3,68,96,2174
3,68,99,2175
3,68,111,2176
4,69,99,2177
4,69,122,2178
4,69,133,2179
4,69,79,2180
3,69,92,2181
3,69,84,2182
3,69,118,2183
4,69,108,2184
4,69,109,2185
4,69,130,2186
3,69,95,2187
4,69,105,2188
4,69,83,2189
3,69,121,2190
3,69,110,2191
4,69,102,2192
3,69,97,2193
4,69,90,2194
4,69,121,2195
4,69,97,2196
3,69,76,2197
3,69,128,2198
4,69,89,2199
3,69,107,2200
3,69,102,2201
3,69,118,2202
3,69,99,2203
4,69,125,2204
4,69,126,2205
4,69,85,2206
3,69,95,2207
4,69,111,2208
3,69,90,2209
4,69,101,2210
3,69,90,2211
4,69,76,2212
3,69,114,2213
4,69,114,2214
4,69,77,2215
3,69,64,2216
3,69,102,2217
4,69,89,2218
4,69,116,2219
4,69,92,2220
4,69,94,2221
4,69,96,2222
4,69,96,2223
3,69,117,2224
4,69,117,2225
4,69,114,2226
4,69,84,2227
3,69,120,2228
4,69,80,2229
4,69,100,2230
3,69,65,2231
4,69,75,2232
3,69,97,2233
4,69,100,2234
3,69,95,2235
4,69,96,2236
3,69,89,2237
4,69,67,2238
3,69,110,2239
3,69,103,2240
4,69,101,2241
4,70,101,2242
4,70,125,2243
4,70,107,2244
4,70,82,2245
4,70,126,2246
4,70,92,2247
4,70,84,2248
4,70,99,2249
4,70,91,2250
4,70,120,2251
4,70,83,2252
4,70,114,2253
4,70,94,2254
4,70,74,2255
4,70,76,2256
4,70,96,2257
4,70,81,2258
4,70,107,2259
4,70,103,2260
4,70,119,2261
4,70,88,2262
4,70,103,2263
4,70,94,2264
4,70,87,2265
4,70,79,2266
4,70,113,2267
4,70,87,2268
4,70,87,2269
4,70,117,2270
4,70,94,2271
4,70,103,2272
4,70,80,2273
4,70,92,2274
4,70,101,2275
4,70,72,2276
4,70,114,2277
4,70,108,2278
4,70,85,2279
4,70,90,2280
4,70,83,2281
4,70,93,2282
4,70,128,2283
4,70,118,2284
4,70,96,2285
4,70,101,2286
4,70,82,2287
4,70,110,2288
4,70,95,2289
4,70,95,2290
4,70,127,2291
4,70,123,2292
4,70,79,2293
4,70,95,2294
4,70,126,2295
4,70,117,2296
4,70,91,2297
4,70,117,2298
4,70,110,2299
4,70,96,2300
4,70,129,2301
4,70,79,2302
4,70,120,2303
4,70,87,2304
4,70,121,2305
4,70,83,2306
4,70,94,2307
4,70,74,2308
4,70,98,2309
3,71,115,2310
3,71,92,2311
3,71,91,2312
3,71,94,2313
3,71,117,2314
3,71,93,2315
3,71,100,2316
3,71,87,2317
3,71,120,2318
3,71,120,2319
3,71,109,2320
3,71,98,2321
3,71,95,2322
3,71,110,2323
3,71,103,2324
3,71,112,2325
3,71,114,2326
3,71,105,2327
3,71,113,2328
3,71,104,2329
3,71,111,2330
3,71,90,2331
3,71,98,2332
3,71,112,2333
3,71,106,2334
3,71,119,2335
3,71,111,2336
3,71,110,2337
3,71,99,2338
3,71,114,2339
3,71,115,2340
3,71,108,2341
3,71,104,2342
3,71,124,2343
3,71,118,2344
3,71,121,2345
3,71,101,2346
3,71,108,2347
3,71,103,2348
3,71,91,2349
3,71,103,2350
3,71,92,2351
3,71,115,2352
3,71,94,2353
3,71,98,2354
3,71,91,2355
3,71,93,2356
3,71,102,2357
3,71,107,2358
3,71,102,2359
3,71,97,2360
3,71,94,2361
3,71,97,2362
3,71,102,2363
3,71,87,2364
3,71,111,2365
3,71,92,2366
3,71,92,2367
3,71,99,2368
3,71,106,2369
3,71,99,2370
3,71,109,2371
3,71,94,2372
3,71,107,2373
3,71,85,2374
3,71,104,2375
3,72,104,2376
3,72,123,2377
3,72,129,2378
3,72,96,2379
3,72,95,2380
3,72,108,2381
3,72,129,2382
3,72,113,2383
3,72,128,2384
3,72,125,2385
3,72,103,2386
3,72,107,2387
3,72,97,2388
3,72,100,2389
3,72,108,2390
3,72,97,2391
3,72,85,2392
3,72,121,2393
3,72,127,2394
3,72,124,2395
3,72,114,2396
3,72,117,2397
3,72,128,2398
3,72,127,2399
3,72,96,2400
3,72,101,2401
3,72,81,2402
3,72,101,2403
3,72,125,2404
3,72,118,2405
3,72,122,2406
3,72,101,2407
3,72,91,2408
3,72,105,2409
3,72,93,2410
3,72,97,2411
3,72,122,2412
3,72,117,2413
3,72,100,2414
3,72,125,2415
3,72,110,2416
3,72,106,2417
3,72,107,2418
3,72,105,2419
3,72,125,2420
3,72,120,2421
3,72,115,2422
3,72,104,2423
3,72,124,2424
3,72,125,2425
3,72,83,2426
3,72,127,2427
3,72,81,2428
3,72,122,2429
3,72,104,2430
3,72,128,2431
3,72,87,2432
3,72,119,2433
3,72,125,2434
3,72,125,2435
3,72,89,2436
3,72,89,2437
3,72,103,2438
3,72,118,2439
3,72,99,2440
3,72,88,2441
3,72,102,2442
3,72,84,2443
4,73,83,2444
4,73,87,2445
4,73,128,2446
4,73,86,2447
4,73,122,2448
4,73,85,2449
4,73,104,2450
4,73,121,2451
4,73,129,2452
4,73,105,2453
4,73,126,2454
4,73,122,2455
4,73,105,2456
4,73,102,2457
4,73,116,2458
4,73,120,2459
4,73,122,2460
4,73,133,2461
4,73,93,2462
4,73,88,2463
4,73,118,2464
4,73,117,2465
4,73,104,2466
4,73,118,2467
4,73,118,2468
4,73,127,2469
4,73,82,2470
4,73,97,2471
4,73,111,2472
4,73,116,2473
4,73,84,2474
4,73,99,2475
4,73,116,2476
4,73,96,2477
4,73,92,2478
4,73,126,2479
4,73,90,2480
4,73,95,2481
4,73,104,2482
4,73,101,2483
4,73,111,2484
4,73,108,2485
4,73,111,2486
4,73,130,2487
4,73,94,2488
4,73,123,2489
4,73,98,2490
4,73,122,2491
4,73,125,2492
4,73,104,2493
4,73,125,2494
4,73,110,2495
4,73,86,2496
4,73,94,2497
4,73,110,2498
4,73,132,2499
4,73,122,2500
4,73,129,2501
4,73,114,2502
4,73,114,2503
4,73,89,2504
4,73,97,2505
4,73,108,2506
4,73,87,2507
4,73,84,2508
4,73,83,2509
4,73,129,2510
4,73,82,2511
3,74,87,2512
3,74,142,2513
3,74,87,2514
3,74,89,2515
3,74,127,2516
3,74,140,2517
3,74,81,2518
3,74,143,2519
3,74,126,2520
3,74,76,2521
3,74,109,2522
3,74,85,2523
3,74,77,2524
3,74,117,2525
3,74,100,2526
3,74,129,2527
3,74,144,2528
3,74,106,2529
3,74,130,2530
3,74,107,2531
3,74,125,2532
3,74,93,2533
3,74,95,2534
3,74,115,2535
3,74,77,2536
3,74,137,2537
3,74,99,2538
3,74,126,2539
3,74,128,2540
3,74,109,2541
3,74,142,2542
3,74,99,2543
3,74,85,2544
3,74,115,2545
3,74,77,2546
3,74,110,2547
3,74,84,2548
3,74,99,2549
3,74,138,2550
3,74,76,2551
3,74,91,2552
3,74,92,2553
3,74,82,2554
3,74,130,2555
3,74,96,2556
3,74,106,2557
3,74,122,2558
3,74,132,2559
3,74,76,2560
3,74,129,2561
3,74,120,2562
3,74,105,2563
3,74,108,2564
3,74,92,2565
3,74,123,2566
3,74,135,2567
3,74,86,2568
3,74,90,2569
3,74,146,2570
3,74,130,2571
3,74,135,2572
3,74,91,2573
3,74,97,2574
3,74,80,2575
3,74,129,2576
3,74,115,2577
3,74,128,2578
3,74,98,2579
4,75,110,2580
3,75,123,2581
4,75,119,2582
4,75,106,2583
4,75,141,2584
4,75,106,2585
3,75,120,2586
3,75,107,2587
3,75,102,2588
3,75,123,2589
3,75,109,2590
4,75,92,2591
3,75,118,2592
4,75,111,2593
4,75,79,2594
3,75,130,2595
4,75,120,2596
4,75,112,2597
4,75,113,2598
3,75,105,2599
3,75,84,2600
4,75,81,2601
4,75,146,2602
4,75,107,2603
3,75,117,2604
3,75,117,2605
4,75,128,2606
4,75,104,2607
4,75,119,2608
3,75,114,2609
4,75,110,2610
4,75,119,2611
3,75,121,2612
3,75,103,2613
4,75,101,2614
3,75,106,2615
4,75,120,2616
4,75,86,2617
4,75,110,2618
4,75,115,2619
4,75,118,2620
3,75,99,2621
3,75,112,2622
3,75,83,2623
4,75,117,2624
3,75,116,2625
3,75,119,2626
3,75,116,2627
3,75,121,2628
3,75,116,2629
3,75,114,2630
4,75,109,2631
3,75,86,2632
3,75,119,2633
4,75,113,2634
3,75,121,2635
4,75,118,2636
4,75,106,2637
3,75,104,2638
4,75,116,2639
3,75,124,2640
3,75,127,2641
4,75,138,2642
3,75,112,2643
3,75,125,2644
4,75,101,2645
4,75,120,2646
4,75,108,2647
3,75,85,2648
4,76,115,2649
3,76,98,2650
3,76,107,2651
3,76,104,2652
4,76,114,2653
4,76,139,2654
3,76,120,2655
3,76,126,2656
4,76,87,2657
4,76,101,2658
4,76,117,2659
4,76,117,2660
4,76,108,2661
3,76,116,2662
3,76,130,2663
3,76,93,2664
4,76,106,2665
3,76,131,2666
4,76,115,2667
3,76,143,2668
3,76,109,2669
3,76,110,2670
4,76,114,2671
4,76,138,2672
3,76,132,2673
4,76,131,2674
3,76,118,2675
4,76,123,2676
4,76,105,2677
4,76,106,2678
3,76,80,2679
3,76,142,2680
4,76,111,2681
4,76,108,2682
3,76,111,2683
4,76,122,2684
4,76,120,2685
3,76,117,2686
4,76,109,2687
4,76,123,2688
3,76,122,2689
4,76,138,2690
3,76,110,2691
3,76,118,2692
3,76,113,2693
4,76,116,2694
4,76,135,2695
4,76,105,2696
3,76,124,2697
3,76,106,2698
3,76,119,2699
3,76,118,2700
4,76,125,2701
3,76,109,2702
4,76,112,2703
4,76,123,2704
4,76,106,2705
4,76,109,2706
4,76,151,2707
4,76,110,2708
3,76,131,2709
4,76,125,2710
3,76,134,2711
4,76,145,2712
3,76,92,2713
4,76,118,2714
3,76,120,2715
3,76,113,2716
3,76,112,2717
4,77,112,2718
4,77,117,2719
4,77,124,2720
4,77,125,2721
4,77,109,2722
4,77,109,2723
4,77,115,2724
4,77,129,2725
4,77,119,2726
4,77,128,2727
4,77,120,2728
4,77,112,2729
4,77,108,2730
4,77,116,2731
4,77,115,2732
4,77,111,2733
4,77,124,2734
4,77,119,2735
4,77,128,2736
4,77,128,2737
4,77,123,2738
4,77,126,2739
4,77,118,2740
4,77,107,2741
4,77,128,2742
4,77,111,2743
4,77,119,2744
4,77,117,2745
4,77,122,2746
4,77,112,2747
4,77,123,2748
4,77,109,2749
4,77,107,2750
4,77,124,2751
4,77,116,2752
4,77,112,2753
4,77,114,2754
4,77,107,2755
4,77,108,2756
4,77,125,2757
4,77,120,2758
4,77,119,2759
4,77,119,2760
4,77,121,2761
4,77,123,2762
4,77,110,2763
4,77,125,2764
4,77,107,2765
4,77,122,2766
4,77,127,2767
4,77,109,2768
4,77,110,2769
4,77,109,2770
4,77,112,2771
4,77,107,2772
4,77,119,2773
4,77,112,2774
4,77,118,2775
4,77,124,2776
4,77,127,2777
4,77,112,2778
4,77,110,2779
4,77,128,2780
4,77,124,2781
4,77,112,2782
4,77,108,2783
4,77,110,2784
4,77,114,2785
3,78,135,2786
3,78,92,2787
3,78,98,2788
3,78,140,2789
3,78,119,2790
3,78,93,2791
3,78,129,2792
3,78,117,2793
3,78,150,2794
3,78,121,2795
3,78,132,2796
3,78,127,2797
3,78,121,2798
3,78,100,2799
3,78,151,2800
3,78,90,2801
3,78,125,2802
3,78,123,2803
3,78,100,2804
3,78,146,2805
3,78,130,2806
3,78,150,2807
3,78,91,2808
3,78,107,2809
3,78,90,2810
3,78,123,2811
3,78,111,2812
3,78,110,2813
3,78,120,2814
3,78,140,2815
3,78,122,2816
3,78,95,2817
3,78,128,2818
3,78,119,2819
3,78,110,2820
3,78,128,2821
3,78,124,2822
3,78,132,2823
3,78,98,2824
3,78,150,2825
3,78,117,2826
3,78,101,2827
3,78,125,2828
3,78,139,2829
3,78,151,2830
3,78,94,2831
3,78,129,2832
3,78,128,2833
3,78,123,2834
3,78,102,2835
3,78,107,2836
3,78,100,2837
3,78,105,2838
3,78,122,2839
3,78,127,2840
3,78,98,2841
3,78,104,2842
3,78,129,2843
3,78,124,2844
3,78,131,2845
3,78,117,2846
3,78,105,2847
3,78,101,2848
3,78,94,2849
3,78,110,2850
3,78,90,2851
3,78,111,2852
3,78,115,2853
3,79,122,2854
3,79,105,2855
3,79,112,2856
3,79,117,2857
3,79,125,2858
3,79,133,2859
3,79,131,2860
3,79,137,2861
3,79,113,2862
3,79,119,2863
3,79,111,2864
3,79,111,2865
3,79,116,2866
3,79,137,2867
3,79,107,2868
3,79,117,2869
3,79,114,2870
3,79,136,2871
3,79,120,2872
3,79,139,2873
3,79,115,2874
3,79,138,2875
3,79,131,2876
3,79,132,2877
3,79,130,2878
3,79,127,2879
3,79,106,2880
3,79,119,2881
3,79,122,2882
3,79,124,2883
3,79,118,2884
3,79,136,2885
3,79,117,2886
3,79,114,2887
3,79,120,2888
3,79,129,2889
3,79,109,2890
3,79,120,2891
3,79,140,2892
3,79,110,2893
3,79,122,2894
3,79,115,2895
3,79,131,2896
3,79,135,2897
3,79,138,2898
3,79,127,2899
3,79,123,2900
3,79,111,2901
3,79,126,2902
3,79,129,2903
3,79,121,2904
3,79,131,2905
3,79,127,2906
3,79,124,2907
3,79,118,2908
3,79,137,2909
3,79,110,2910
3,79,115,2911
3,79,124,2912
3,79,123,2913
3,79,127,2914
3,79,117,2915
3,79,130,2916
3,79,141,2917
3,79,126,2918
3,79,106,2919
3,79,140,2920
3,79,111,2921
3,80,105,2922
3,80,116,2923
3,80,137,2924
3,80,121,2925
3,80,130,2926
3,80,107,2927
3,80,145,2928
3,80,107,2929
3,80,124,2930
3,80,118,2931
3,80,120,2932
3,80,106,2933
3,80,140,2934
3,80,122,2935
3,80,127,2936
3,80,113,2937
3,80,126,2938
3,80,112,2939
3,80,118,2940
3,80,139,2941
3,80,134,2942
3,80,130,2943
3,80,119,2944
3,80,137,2945
3,80,127,2946
3,80,136,2947
3,80,138,2948
3,80,145,2949
3,80,135,2950
3,80,105,2951
3,80,136,2952
3,80,135,2953
3,80,120,2954
3,80,138,2955
3,80,123,2956
3,80,114,2957
3,80,111,2958
3,80,142,2959
3,80,117,2960
3,80,136,2961
3,80,143,2962
3,80,107,2963
3,80,110,2964
3,80,113,2965
3,80,134,2966
3,80,142,2967
3,80,107,2968
3,80,131,2969
3,80,137,2970
3,80,107,2971
3,80,128,2972
3,80,105,2973
3,80,141,2974
3,80,119,2975
3,80,116,2976
3,80,142,2977
3,80,124,2978
3,80,111,2979
3,80,131,2980
3,80,125,2981
3,80,118,2982
3,80,136,2983
3,80,121,2984
3,80,128,2985
3,80,130,2986
3,80,113,2987
3,80,130,2988
3,80,135,2989
3,80,139,2990
3,81,128,2991
3,81,115,2992
3,81,137,2993
3,81,141,2994
3,81,146,2995
3,81,116,2996
3,81,137,2997
3,81,140,2998
3,81,112,2999
3,81,125,3000
3,81,118,3001
3,81,142,3002
3,81,116,3003
3,81,114,3004
3,81,113,3005
3,81,148,3006
3,81,129,3007
3,81,113,3008
3,81,137,3009
3,81,112,3010
3,81,121,3011
3,81,120,3012
3,81,113,3013
3,81,109,3014
3,81,145,3015
3,81,148,3016
3,81,139,3017
3,81,137,3018
3,81,112,3019
3,81,110,3020
3,81,139,3021
3,81,115,3022
3,81,119,3023
3,81,133,3024
3,81,130,3025
3,81,121,3026
3,81,121,3027
3,81,111,3028
3,81,134,3029
3,81,113,3030
3,81,143,3031
3,81,125,3032
3,81,123,3033
3,81,125,3034
3,81,123,3035
3,81,118,3036
3,81,141,3037
3,81,130,3038
3,81,112,3039
3,81,144,3040
3,81,111,3041
3,81,144,3042
3,81,130,3043
3,81,120,3044
3,81,120,3045
3,81,130,3046
3,81,122,3047
3,81,139,3048
3,81,134,3049
3,81,145,3050
3,81,132,3051
3,81,110,3052
3,81,134,3053
3,81,125,3054
3,81,127,3055
3,81,114,3056
3,81,137,3057
3,81,145,3058
3,81,134,3059
3,82,115,3060
3,82,132,3061
3,82,150,3062
3,82,117,3063
3,82,142,3064
3,82,118,3065
3,82,111,3066
3,82,111,3067
3,82,134,3068
3,82,144,3069
3,82,136,3070
3,82,137,3071
3,82,144,3072
3,82,114,3073
3,82,126,3074
3,82,121,3075
3,82,134,3076
3,82,131,3077
3,82,134,3078
3,82,131,3079
3,82,116,3080
3,82,136,3081
3,82,139,3082
3,82,140,3083
3,82,116,3084
3,82,131,3085
3,82,140,3086
3,82,124,3087
3,82,131,3088
3,82,115,3089
3,82,120,3090
3,82,130,3091
3,82,142,3092
3,82,138,3093
3,82,144,3094
3,82,136,3095
3,82,126,3096
3,82,124,3097
3,82,126,3098
3,82,119,3099
3,82,131,3100
3,82,124,3101
3,82,134,3102
3,82,115,3103
3,82,127,3104
3,82,147,3105
3,82,110,3106
3,82,147,3107
3,82,145,3108
3,82,126,3109
3,82,126,3110
3,82,142,3111
3,82,138,3112
3,82,126,3113
3,82,128,3114
3,82,125,3115
3,82,125,3116
3,82,123,3117
3,82,129,3118
3,82,121,3119
3,82,122,3120
3,82,128,3121
3,82,131,3122
3,82,113,3123
3,82,116,3124
3,82,142,3125
3,82,111,3126
3,82,132,3127
3,83,130,3128
3,83,131,3129
4,83,125,3130
3,83,138,3131
3,83,139,3132
4,83,133,3133
3,83,141,3134
4,83,137,3135
4,83,141,3136
3,83,142,3137
3,83,137,3138
4,83,137,3139
3,83,125,3140
3,83,139,3141
4,83,134,3142
4,83,132,3143
4,83,133,3144
4,83,128,3145
4,83,139,3146
4,83,116,3147
3,83,127,3148
4,83,131,3149
4,83,140,3150
4,83,129,3151
3,83,139,3152
4,83,151,3153
4,83,131,3154
4,83,132,3155
3,83,141,3156
3,83,135,3157
4,83,128,3158
4,83,132,3159
4,83,136,3160
4,83,151,3161
3,83,131,3162
3,83,138,3163
4,83,137,3164
4,83,136,3165
3,83,137,3166
4,83,133,3167
4,83,138,3168
4,83,131,3169
3,83,133,3170
3,83,137,3171
3,83,153,3172
3,83,130,3173
3,83,133,3174
3,83,148,3175
3,83,124,3176
3,83,137,3177
4,83,125,3178
3,83,144,3179
3,83,143,3180
3,83,147,3181
4,83,142,3182
3,83,129,3183
3,83,121,3184
4,83,126,3185
4,83,137,3186
4,83,124,3187
4,83,141,3188
3,83,114,3189
3,83,145,3190
4,83,132,3191
3,83,127,3192
4,83,149,3193
4,83,134,3194
4,83,144,3195
4,83,140,3196
4,84,143,3197
4,84,129,3198
4,84,140,3199
4,84,134,3200
4,84,129,3201
4,84,140,3202
4,84,133,3203
4,84,136,3204
4,84,130,3205
4,84,136,3206
4,84,137,3207
4,84,128,3208
4,84,142,3209
4,84,138,3210
4,84,139,3211
4,84,144,3212
4,84,136,3213
4,84,134,3214
4,84,130,3215
4,84,128,3216
